ensembl_gene_id	length
ENSG00000114388	1540
ENSG00000114391	1268
ENSG00000114395	1110
ENSG00000114416	1758
ENSG00000114423	2771
ENSG00000114439	1627
ENSG00000114446	1008
ENSG00000114450	2166
ENSG00000114455	1643
ENSG00000114473	1267
ENSG00000114480	1369
ENSG00000114487	3402
ENSG00000114491	1928
ENSG00000114503	1435
ENSG00000114520	1149
ENSG00000114529	1611
ENSG00000114541	1168
ENSG00000114544	1139
ENSG00000114547	984
ENSG00000114554	3203
ENSG00000114573	2361
ENSG00000114626	1413
ENSG00000114631	2175
ENSG00000114638	1261
ENSG00000114646	2214
ENSG00000114648	1912
ENSG00000114650	1580
ENSG00000114654	2558
ENSG00000114656	2212
ENSG00000114670	1597
ENSG00000114686	905
ENSG00000114698	1498
ENSG00000114735	6584
ENSG00000114737	3076
ENSG00000114738	1493
ENSG00000114739	6273
ENSG00000114742	1862
ENSG00000114744	1127
ENSG00000114745	2666
ENSG00000114757	2268
ENSG00000114767	1542
ENSG00000114770	2489
ENSG00000114771	1141
ENSG00000114779	1577
ENSG00000114784	782
ENSG00000114786	1921
ENSG00000114790	3929
ENSG00000114796	1571
ENSG00000114805	4864
ENSG00000114812	1445
ENSG00000114841	4945
ENSG00000114850	1096
ENSG00000114853	4483
ENSG00000114854	584
ENSG00000114857	2386
ENSG00000114859	2046
ENSG00000114861	1853
ENSG00000114867	2555
ENSG00000114902	1499
ENSG00000114904	2132
ENSG00000114923	2730
ENSG00000114933	5515
ENSG00000114942	745
ENSG00000114948	3169
ENSG00000114956	782
ENSG00000114978	1532
ENSG00000114982	2500
ENSG00000114988	1372
ENSG00000114993	1405
ENSG00000114999	5058
ENSG00000115008	2017
ENSG00000115009	685
ENSG00000115020	2772
ENSG00000115041	2146
ENSG00000115042	1544
ENSG00000115053	2618
ENSG00000115073	1362
ENSG00000115084	1884
ENSG00000115085	2031
ENSG00000115091	2384
ENSG00000115107	3037
ENSG00000115109	2339
ENSG00000115112	4945
ENSG00000115128	686
ENSG00000115129	976
ENSG00000115137	1873
ENSG00000115138	1161
ENSG00000115145	1795
ENSG00000115155	4361
ENSG00000115159	1887
ENSG00000115163	1047
ENSG00000115165	1599
ENSG00000115170	2560
ENSG00000115183	4663
ENSG00000115194	1510
ENSG00000115204	854
ENSG00000115207	1223
ENSG00000115211	1590
ENSG00000115216	1441
ENSG00000115221	2499
ENSG00000115226	1338
ENSG00000115232	1659
ENSG00000115233	1860
ENSG00000115234	1377
ENSG00000115239	1190
ENSG00000115241	2266
ENSG00000115252	3556
ENSG00000115255	1110
ENSG00000115257	1364
ENSG00000115263	838
ENSG00000115266	4897
ENSG00000115267	2408
ENSG00000115268	634
ENSG00000115271	1199
ENSG00000115274	742
ENSG00000115275	2127
ENSG00000115282	1945
ENSG00000115286	1709
ENSG00000115289	681
ENSG00000115290	1416
ENSG00000115295	3286
ENSG00000115297	1211
ENSG00000115306	4992
ENSG00000115307	1161
ENSG00000115310	2290
ENSG00000115317	1395
ENSG00000115318	1927
ENSG00000115325	1122
ENSG00000115339	1384
ENSG00000115350	625
ENSG00000115353	2125
ENSG00000115355	3646
ENSG00000115361	1738
ENSG00000115363	913
ENSG00000115364	1699
ENSG00000115365	3325
ENSG00000115368	1693
ENSG00000115380	1012
ENSG00000115386	708
ENSG00000115392	2022
ENSG00000115414	3983
ENSG00000115415	3236
ENSG00000115419	1761
ENSG00000115421	3668
ENSG00000115423	3935
ENSG00000115425	883
ENSG00000115446	1028
ENSG00000115457	1580
ENSG00000115459	1659
ENSG00000115461	2503
ENSG00000115464	1747
ENSG00000115468	1296
ENSG00000115474	1413
ENSG00000115484	1416
ENSG00000115486	2928
ENSG00000115488	1143
ENSG00000115504	1483
ENSG00000115507	1636
ENSG00000115514	849
ENSG00000115520	1224
ENSG00000115523	896
ENSG00000115524	2836
ENSG00000115525	2287
ENSG00000115526	837
ENSG00000115539	1032
ENSG00000115540	1716
ENSG00000115541	579
ENSG00000115548	2502
ENSG00000115556	1759
ENSG00000115561	1345
ENSG00000115568	5561
ENSG00000115590	935
ENSG00000115592	2407
ENSG00000115593	1863
ENSG00000115594	1774
ENSG00000115596	1064
ENSG00000115598	1523
ENSG00000115602	1815
ENSG00000115604	2793
ENSG00000115607	1625
ENSG00000115616	2194
ENSG00000115641	1628
ENSG00000115648	1290
ENSG00000115649	1541
ENSG00000115652	1076
ENSG00000115657	1241
ENSG00000115661	1435
ENSG00000115665	3600
ENSG00000115677	1249
ENSG00000115685	903
ENSG00000115687	2268
ENSG00000115694	1097
ENSG00000115705	1932
ENSG00000115718	804
ENSG00000115738	1109
ENSG00000115750	836
ENSG00000115756	1829
ENSG00000115758	2221
ENSG00000115760	4641
ENSG00000115761	4137
ENSG00000115762	2391
ENSG00000115806	1075
ENSG00000115808	7600
ENSG00000115816	1494
ENSG00000115825	2274
ENSG00000115827	1704
ENSG00000115828	898
ENSG00000115839	3766
ENSG00000115840	1260
ENSG00000115841	1409
ENSG00000115844	2153
ENSG00000115850	4890
ENSG00000115866	861
ENSG00000115875	1518
ENSG00000115884	1629
ENSG00000115896	3575
ENSG00000115902	2559
ENSG00000115904	3389
ENSG00000115919	2528
ENSG00000115935	2264
ENSG00000115942	1363
ENSG00000115944	1329
ENSG00000115946	1133
ENSG00000115947	2460
ENSG00000115956	1751
ENSG00000115963	1219
ENSG00000115966	1939
ENSG00000115970	2651
ENSG00000115977	3577
ENSG00000115993	1947
ENSG00000115998	845
ENSG00000116001	1228
ENSG00000116005	1846
ENSG00000116014	1032
ENSG00000116016	1403
ENSG00000116017	1358
ENSG00000116030	870
ENSG00000116031	1866
ENSG00000116032	1904
ENSG00000116035	1403
ENSG00000116039	1009
ENSG00000116044	2492
ENSG00000116062	3180
ENSG00000116095	3930
ENSG00000116096	1173
ENSG00000116106	1549
ENSG00000116117	2336
ENSG00000116120	3920
ENSG00000116127	6310
ENSG00000116128	4605
ENSG00000116132	1506
ENSG00000116133	2621
ENSG00000116138	2903
ENSG00000116141	3794
ENSG00000116147	6292
ENSG00000116151	1697
ENSG00000116157	1051
ENSG00000116161	1164
ENSG00000116171	1706
ENSG00000116176	936
ENSG00000116183	3074
ENSG00000116191	2515
ENSG00000116194	2122
ENSG00000116198	4540
ENSG00000116199	3297
ENSG00000116205	3671
ENSG00000116209	1717
ENSG00000116212	1326
ENSG00000116213	1464
ENSG00000116218	1770
ENSG00000116221	1088
ENSG00000116237	2240
ENSG00000116251	1081
ENSG00000116254	3910
ENSG00000116260	3441
ENSG00000116266	1130
ENSG00000116273	2215
ENSG00000116285	1491
ENSG00000116288	829
ENSG00000116299	2182
ENSG00000116329	9317
ENSG00000116337	2975
ENSG00000116350	2172
ENSG00000116353	915
ENSG00000116396	5011
ENSG00000116406	4774
ENSG00000116455	1173
ENSG00000116459	1090
ENSG00000116473	3197
ENSG00000116478	1272
ENSG00000116489	943
ENSG00000116497	1286
ENSG00000116514	2612
ENSG00000116521	1270
ENSG00000116525	1642
ENSG00000116539	8190
ENSG00000116544	2661
ENSG00000116560	1450
ENSG00000116574	3965
ENSG00000116580	3135
ENSG00000116584	1930
ENSG00000116586	614
ENSG00000116604	2908
ENSG00000116641	2784
ENSG00000116649	668
ENSG00000116661	945
ENSG00000116663	1058
ENSG00000116667	2859
ENSG00000116668	2491
ENSG00000116670	1311
ENSG00000116675	2667
ENSG00000116678	3754
ENSG00000116679	2600
ENSG00000116685	2679
ENSG00000116688	3264
ENSG00000116690	3798
ENSG00000116691	1111
ENSG00000116698	2859
ENSG00000116701	1780
ENSG00000116703	1204
ENSG00000116704	6193
ENSG00000116711	1864
ENSG00000116717	902
ENSG00000116721	1744
ENSG00000116726	2889
ENSG00000116729	1070
ENSG00000116731	2560
ENSG00000116741	806
ENSG00000116745	3014
ENSG00000116747	2526
ENSG00000116748	1571
ENSG00000116750	1645
ENSG00000116752	1083
ENSG00000116754	1787
ENSG00000116761	1340
ENSG00000116771	3095
ENSG00000116774	1640
ENSG00000116783	921
ENSG00000116785	1594
ENSG00000116786	3384
ENSG00000116791	1651
ENSG00000116793	2096
ENSG00000116809	1064
ENSG00000116815	915
ENSG00000116819	2155
ENSG00000116824	1022
ENSG00000116830	2021
ENSG00000116833	2763
ENSG00000116852	6641
ENSG00000116857	1277
ENSG00000116863	1651
ENSG00000116871	1659
ENSG00000116874	1565
ENSG00000116882	1221
ENSG00000116885	798
ENSG00000116898	1306
ENSG00000116903	5100
ENSG00000116906	1548
ENSG00000116918	2038
ENSG00000116954	1622
ENSG00000116962	5602
ENSG00000116977	1712
ENSG00000116981	9068
ENSG00000116983	4598
ENSG00000116984	5333
ENSG00000116985	4826
ENSG00000116990	2262
ENSG00000116991	4731
ENSG00000116996	2201
ENSG00000117000	6232
ENSG00000117009	1612
ENSG00000117010	1228
ENSG00000117013	3005
ENSG00000117016	4334
ENSG00000117020	2568
ENSG00000117036	2506
ENSG00000117054	2628
ENSG00000117069	1899
ENSG00000117090	1836
ENSG00000117091	1463
ENSG00000117114	4329
ENSG00000117115	2992
ENSG00000117118	935
ENSG00000117122	1045
ENSG00000117133	1336
ENSG00000117139	3641
ENSG00000117143	1800
ENSG00000117148	1756
ENSG00000117151	3211
ENSG00000117152	1662
ENSG00000117153	2200
ENSG00000117154	1317
ENSG00000117155	2345
ENSG00000117174	6142
ENSG00000117215	2254
ENSG00000117222	3008
ENSG00000117226	1676
ENSG00000117228	1850
ENSG00000117245	1972
ENSG00000117262	1265
ENSG00000117266	1302
ENSG00000117280	1356
ENSG00000117281	1463
ENSG00000117298	2001
ENSG00000117305	1276
ENSG00000117308	1050
ENSG00000117318	822
ENSG00000117322	2183
ENSG00000117335	3185
ENSG00000117360	1372
ENSG00000117362	1100
ENSG00000117385	1586
ENSG00000117394	1377
ENSG00000117395	890
ENSG00000117399	1151
ENSG00000117400	1948
ENSG00000117407	859
ENSG00000117408	1092
ENSG00000117410	987
ENSG00000117411	2094
ENSG00000117419	937
ENSG00000117425	3503
ENSG00000117448	871
ENSG00000117450	1046
ENSG00000117461	3187
ENSG00000117472	905
ENSG00000117475	1568
ENSG00000117477	1526
ENSG00000117479	3273
ENSG00000117480	1043
ENSG00000117481	2101
ENSG00000117500	3128
ENSG00000117501	2005
ENSG00000117505	4338
ENSG00000117519	1216
ENSG00000117523	4600
ENSG00000117525	1460
ENSG00000117528	2407
ENSG00000117533	2124
ENSG00000117543	1429
ENSG00000117560	1361
ENSG00000117569	2726
ENSG00000117586	2998
ENSG00000117592	1119
ENSG00000117593	2846
ENSG00000117594	1107
ENSG00000117595	2769
ENSG00000117597	5688
ENSG00000117598	3311
ENSG00000117600	4725
ENSG00000117601	949
ENSG00000117602	1997
ENSG00000117614	1271
ENSG00000117616	1092
ENSG00000117620	2839
ENSG00000117625	1554
ENSG00000117632	1467
ENSG00000117640	1263
ENSG00000117643	2125
ENSG00000117650	1356
ENSG00000117676	1339
ENSG00000117682	1474
ENSG00000117691	774
ENSG00000117697	2908
ENSG00000117707	2713
ENSG00000117713	3745
ENSG00000117724	3451
ENSG00000117748	1044
ENSG00000117751	1779
ENSG00000117758	1053
ENSG00000117791	962
ENSG00000117834	1938
ENSG00000117859	1697
ENSG00000117862	1055
ENSG00000117868	3520
ENSG00000117877	1550
ENSG00000117899	2138
ENSG00000117906	2441
ENSG00000117971	1314
ENSG00000117983	4657
ENSG00000117984	1853
ENSG00000118004	1235
ENSG00000118007	3337
ENSG00000118017	1779
ENSG00000118046	2871
ENSG00000118058	4648
ENSG00000118094	1649
ENSG00000118096	1070
ENSG00000118113	1451
ENSG00000118137	957
ENSG00000118156	2660
ENSG00000118160	1790
ENSG00000118162	827
ENSG00000118181	738
ENSG00000118193	7064
ENSG00000118194	1142
ENSG00000118197	1193
ENSG00000118200	3528
ENSG00000118217	2998
ENSG00000118231	642
ENSG00000118242	1217
ENSG00000118245	407
ENSG00000118246	3110
ENSG00000118257	2131
ENSG00000118260	1776
ENSG00000118263	2474
ENSG00000118271	606
ENSG00000118276	2561
ENSG00000118292	726
ENSG00000118298	1291
ENSG00000118307	1619
ENSG00000118308	1567
ENSG00000118322	2556
ENSG00000118363	822
ENSG00000118369	2547
ENSG00000118402	3013
ENSG00000118407	5064
ENSG00000118412	3090
ENSG00000118418	928
ENSG00000118420	1645
ENSG00000118432	5626
ENSG00000118434	1120
ENSG00000118454	2224
ENSG00000118473	5845
ENSG00000118482	4226
ENSG00000118491	940
ENSG00000118492	2416
ENSG00000118495	1954
ENSG00000118496	9051
ENSG00000118503	4177
ENSG00000118507	1599
ENSG00000118508	1065
ENSG00000118513	2530
ENSG00000118514	1505
ENSG00000118515	1277
ENSG00000118518	1117
ENSG00000118520	930
ENSG00000118523	2338
ENSG00000118526	2145
ENSG00000118557	1823
ENSG00000118564	1462
ENSG00000118579	3172
ENSG00000118596	2387
ENSG00000118600	2065
ENSG00000118620	1503
ENSG00000118640	716
ENSG00000118655	2556
ENSG00000118680	1111
ENSG00000118689	5719
ENSG00000118690	1871
ENSG00000118702	546
ENSG00000118705	1311
ENSG00000118707	1699
ENSG00000118729	3162
ENSG00000118733	2476
ENSG00000118762	1741
ENSG00000118777	2921
ENSG00000118785	1835
ENSG00000118804	2244
ENSG00000118816	1223
ENSG00000118849	727
ENSG00000118855	1265
ENSG00000118873	3792
ENSG00000118894	1291
ENSG00000118898	2959
ENSG00000118900	2470
ENSG00000118922	7675
ENSG00000118939	736
ENSG00000118946	3741
ENSG00000118960	2189
ENSG00000118961	2202
ENSG00000118965	3713
ENSG00000118971	4290
ENSG00000118972	2480
ENSG00000118985	1210
ENSG00000118997	3352
ENSG00000119004	2313
ENSG00000119013	707
ENSG00000119041	1396
ENSG00000119042	3063
ENSG00000119048	826
ENSG00000119121	5880
ENSG00000119125	2392
ENSG00000119138	5201
ENSG00000119139	2853
ENSG00000119147	628
ENSG00000119185	1230
ENSG00000119203	1504
ENSG00000119227	1544
ENSG00000119231	1716
ENSG00000119242	1600
ENSG00000119280	2064
ENSG00000119283	6958
ENSG00000119285	3379
ENSG00000119314	4284
ENSG00000119318	1986
ENSG00000119321	6156
ENSG00000119326	1436
ENSG00000119328	838
ENSG00000119333	977
ENSG00000119335	1770
ENSG00000119383	1373
ENSG00000119392	3141
ENSG00000119396	2677
ENSG00000119397	3488
ENSG00000119401	2701
ENSG00000119402	6698
ENSG00000119403	1360
ENSG00000119408	1914
ENSG00000119411	2270
ENSG00000119414	3298
ENSG00000119421	804
ENSG00000119431	1409
ENSG00000119440	505
ENSG00000119446	2160
ENSG00000119457	2178
ENSG00000119471	1704
ENSG00000119487	1641
ENSG00000119508	4720
ENSG00000119509	1831
ENSG00000119514	1180
ENSG00000119522	2141
ENSG00000119523	2467
ENSG00000119535	2310
ENSG00000119537	1530
ENSG00000119541	1426
ENSG00000119547	8435
ENSG00000119559	1372
ENSG00000119574	1562
ENSG00000119596	3258
ENSG00000119599	1486
ENSG00000119608	2972
ENSG00000119614	3018
ENSG00000119616	1119
ENSG00000119630	1520
ENSG00000119632	602
ENSG00000119636	1126
ENSG00000119638	3273
ENSG00000119640	638
ENSG00000119650	818
ENSG00000119655	826
ENSG00000119661	1629
ENSG00000119669	4166
ENSG00000119673	1288
ENSG00000119681	3780
ENSG00000119682	2770
ENSG00000119684	2327
ENSG00000119685	1426
ENSG00000119686	898
ENSG00000119688	1103
ENSG00000119689	926
ENSG00000119698	1313
ENSG00000119699	1740
ENSG00000119703	2212
ENSG00000119705	516
ENSG00000119707	2627
ENSG00000119711	1938
ENSG00000119714	1926
ENSG00000119715	2333
ENSG00000119718	1351
ENSG00000119720	2782
ENSG00000119723	1206
ENSG00000119725	1366
ENSG00000119729	1170
ENSG00000119737	2094
ENSG00000119760	3245
ENSG00000119771	4302
ENSG00000119772	2648
ENSG00000119777	1496
ENSG00000119778	2445
ENSG00000119782	1081
ENSG00000119787	1330
ENSG00000119801	1556
ENSG00000119812	3022
ENSG00000119820	3385
ENSG00000119844	3233
ENSG00000119862	1756
ENSG00000119865	1445
ENSG00000119866	2119
ENSG00000119878	4143
ENSG00000119888	1109
ENSG00000119899	2013
ENSG00000119900	5778
ENSG00000119906	3642
ENSG00000119912	4376
ENSG00000119913	3268
ENSG00000119915	1400
ENSG00000119917	2223
ENSG00000119919	2088
ENSG00000119922	2064
ENSG00000119927	3225
ENSG00000119929	876
ENSG00000119938	2541
ENSG00000119943	1231
ENSG00000119946	4028
ENSG00000119950	1845
ENSG00000119953	1430
ENSG00000119965	1730
ENSG00000119969	2461
ENSG00000119973	3331
ENSG00000119977	2128
ENSG00000119979	1403
ENSG00000119986	1375
ENSG00000120008	1722
ENSG00000120029	1653
ENSG00000120049	1181
ENSG00000120051	1861
ENSG00000120053	1113
ENSG00000120054	1262
ENSG00000120055	1469
ENSG00000120057	1883
ENSG00000120063	3876
ENSG00000120068	1140
ENSG00000120071	2515
ENSG00000120075	1859
ENSG00000120088	2053
ENSG00000120093	1610
ENSG00000120094	1724
ENSG00000120129	2013
ENSG00000120137	3713
ENSG00000120149	1692
ENSG00000120156	3733
ENSG00000120158	1149
ENSG00000120159	1454
ENSG00000120160	759
ENSG00000120162	3662
ENSG00000120210	796
ENSG00000120211	1952
ENSG00000120215	1014
ENSG00000120217	1745
ENSG00000120235	637
ENSG00000120242	1069
ENSG00000120251	2953
ENSG00000120253	1319
ENSG00000120254	1343
ENSG00000120256	2385
ENSG00000120262	2145
ENSG00000120265	1025
ENSG00000120278	3352
ENSG00000120279	2048
ENSG00000120280	1792
ENSG00000120289	2188
ENSG00000120306	664
ENSG00000120314	2958
ENSG00000120318	3486
ENSG00000120322	1608
ENSG00000120324	3295
ENSG00000120327	3392
ENSG00000120328	2636
ENSG00000120329	1415
ENSG00000120332	4638
ENSG00000120333	1188
ENSG00000120334	1547
ENSG00000120337	2744
ENSG00000120341	2163
ENSG00000120370	2024
ENSG00000120436	2734
ENSG00000120437	1339
ENSG00000120438	974
ENSG00000120440	2006
ENSG00000120451	2381
ENSG00000120457	3051
ENSG00000120458	1727
ENSG00000120471	1571
ENSG00000120498	2836
ENSG00000120500	896
ENSG00000120509	1538
ENSG00000120519	2221
ENSG00000120526	3309
ENSG00000120533	1229
ENSG00000120539	3086
ENSG00000120549	3888
ENSG00000120563	751
ENSG00000120594	5667
ENSG00000120616	2682
ENSG00000120645	2250
ENSG00000120647	1175
ENSG00000120656	1768
ENSG00000120658	2264
ENSG00000120659	1860
ENSG00000120662	1061
ENSG00000120669	2017
ENSG00000120675	4192
ENSG00000120685	1537
ENSG00000120686	1203
ENSG00000120688	2388
ENSG00000120690	2480
ENSG00000120693	3120
ENSG00000120694	3037
ENSG00000120696	4736
ENSG00000120697	1724
ENSG00000120699	2384
ENSG00000120705	1529
ENSG00000120708	1454
ENSG00000120709	1199
ENSG00000120725	829
ENSG00000120727	932
ENSG00000120729	1030
ENSG00000120733	2379
ENSG00000120738	3137
ENSG00000120742	1518
ENSG00000120756	1286
ENSG00000120784	1786
ENSG00000120798	1102
ENSG00000120800	2929
ENSG00000120802	1644
ENSG00000120805	1023
ENSG00000120820	1161
ENSG00000120832	1900
ENSG00000120833	1732
ENSG00000120837	2028
ENSG00000120860	747
ENSG00000120868	3755
ENSG00000120875	4256
ENSG00000120885	1100
ENSG00000120889	1614
ENSG00000120896	970
ENSG00000120899	1553
ENSG00000120903	1418
ENSG00000120907	1916
ENSG00000120910	1301
ENSG00000120913	1562
ENSG00000120915	1394
ENSG00000120925	1813
ENSG00000120937	708
ENSG00000120942	1676
ENSG00000120948	1006
ENSG00000120949	2850
ENSG00000120952	1642
ENSG00000120963	982
ENSG00000120992	1052
ENSG00000121005	1909
ENSG00000121022	1492
ENSG00000121039	1470
ENSG00000121053	2719
ENSG00000121057	1679
ENSG00000121058	1550
ENSG00000121060	1964
ENSG00000121064	958
ENSG00000121067	1377
ENSG00000121068	3081
ENSG00000121073	999
ENSG00000121075	1457
ENSG00000121089	648
ENSG00000121101	3470
ENSG00000121104	899
ENSG00000121152	2317
ENSG00000121207	2093
ENSG00000121210	2231
ENSG00000121211	674
ENSG00000121236	2012
ENSG00000121270	3002
ENSG00000121274	6415
ENSG00000121281	2366
ENSG00000121289	1900
ENSG00000121297	2244
ENSG00000121310	1182
ENSG00000121314	1236
ENSG00000121316	1045
ENSG00000121318	1140
ENSG00000121335	646
ENSG00000121350	1591
ENSG00000121351	1035
ENSG00000121361	1907
ENSG00000121377	1096
ENSG00000121380	1167
ENSG00000121381	1075
ENSG00000121390	1478
ENSG00000121406	3530
ENSG00000121410	2271
ENSG00000121413	1627
ENSG00000121417	2032
ENSG00000121440	1718
ENSG00000121446	1310
ENSG00000121454	2389
ENSG00000121481	2024
ENSG00000121486	1605
ENSG00000121542	1311
ENSG00000121552	782
ENSG00000121570	1335
ENSG00000121577	1148
ENSG00000121578	1250
ENSG00000121579	1428
ENSG00000121594	1434
ENSG00000121621	1642
ENSG00000121634	1392
ENSG00000121644	1622
ENSG00000121653	2244
ENSG00000121671	1724
ENSG00000121680	878
ENSG00000121690	1521
ENSG00000121691	963
ENSG00000121716	1639
ENSG00000121741	3350
ENSG00000121742	1538
ENSG00000121743	5214
ENSG00000121749	1351
ENSG00000121753	3145
ENSG00000121764	1556
ENSG00000121766	1451
ENSG00000121769	738
ENSG00000121774	2164
ENSG00000121775	1388
ENSG00000121797	1152
ENSG00000121807	1803
ENSG00000121851	1088
ENSG00000121853	1963
ENSG00000121858	1071
ENSG00000121864	2000
ENSG00000121871	3304
ENSG00000121879	3933
ENSG00000121892	1788
ENSG00000121895	1322
ENSG00000121897	1610
ENSG00000121898	2251
ENSG00000121900	765
ENSG00000121903	4254
ENSG00000121904	5874
ENSG00000121905	706
ENSG00000121931	2340
ENSG00000121933	956
ENSG00000121940	5439
ENSG00000121957	2976
ENSG00000121964	2516
ENSG00000121966	1758
ENSG00000121988	3044
ENSG00000121989	2237
ENSG00000122008	2684
ENSG00000122012	4757
ENSG00000122025	2645
ENSG00000122026	922
ENSG00000122033	742
ENSG00000122034	1009
ENSG00000122035	1155
ENSG00000122042	4317
ENSG00000122068	1543
ENSG00000122085	1510
ENSG00000122121	1818
ENSG00000122122	1506
ENSG00000122126	3528
ENSG00000122133	747
ENSG00000122136	705
ENSG00000122140	1394
ENSG00000122145	1835
ENSG00000122176	1679
ENSG00000122180	1507
ENSG00000122188	3600
ENSG00000122194	1820
ENSG00000122203	1392
ENSG00000122218	3914
ENSG00000122223	1331
ENSG00000122224	1782
ENSG00000122254	2298
ENSG00000122257	2707
ENSG00000122299	1371
ENSG00000122304	702
ENSG00000122335	2950
ENSG00000122359	2680
ENSG00000122367	1996
ENSG00000122375	2368
ENSG00000122376	2657
ENSG00000122378	2378
ENSG00000122386	1473
ENSG00000122390	1204
ENSG00000122406	739
ENSG00000122417	1908
ENSG00000122420	4017
ENSG00000122432	1308
ENSG00000122435	1297
ENSG00000122477	1632
ENSG00000122481	925
ENSG00000122482	1748
ENSG00000122483	2683
ENSG00000122484	6231
ENSG00000122490	1379
ENSG00000122507	2378
ENSG00000122512	3457
ENSG00000122515	2373
ENSG00000122543	660
ENSG00000122545	2176
ENSG00000122547	1615
ENSG00000122550	1399
ENSG00000122557	1404
ENSG00000122565	1283
ENSG00000122566	3506
ENSG00000122574	3858
ENSG00000122584	1555
ENSG00000122585	608
ENSG00000122592	1024
ENSG00000122641	2494
ENSG00000122642	1273
ENSG00000122643	951
ENSG00000122644	1625
ENSG00000122674	1569
ENSG00000122678	1414
ENSG00000122679	808
ENSG00000122687	1637
ENSG00000122691	915
ENSG00000122692	7136
ENSG00000122694	1794
ENSG00000122696	1578
ENSG00000122705	1130
ENSG00000122707	2419
ENSG00000122711	466
ENSG00000122728	6216
ENSG00000122729	4887
ENSG00000122733	2105
ENSG00000122735	1135
ENSG00000122741	3820
ENSG00000122756	1699
ENSG00000122778	12438
ENSG00000122779	2616
ENSG00000122783	1159
ENSG00000122786	1682
ENSG00000122787	1356
ENSG00000122824	1963
ENSG00000122852	1487
ENSG00000122859	1560
ENSG00000122861	1276
ENSG00000122862	1081
ENSG00000122863	6934
ENSG00000122870	2772
ENSG00000122873	1133
ENSG00000122877	2288
ENSG00000122882	1477
ENSG00000122884	2304
ENSG00000122912	1841
ENSG00000122952	1315
ENSG00000122958	1571
ENSG00000122965	2185
ENSG00000122966	4808
ENSG00000122970	1907
ENSG00000122971	1466
ENSG00000122986	1173
ENSG00000123064	1361
ENSG00000123066	3473
ENSG00000123080	1992
ENSG00000123091	1540
ENSG00000123094	2309
ENSG00000123095	1510
ENSG00000123096	1594
ENSG00000123104	2104
ENSG00000123106	1151
ENSG00000123119	1763
ENSG00000123124	1406
ENSG00000123130	1712
ENSG00000123131	762
ENSG00000123136	963
ENSG00000123143	1135
ENSG00000123144	884
ENSG00000123146	1026
ENSG00000123154	967
ENSG00000123159	1133
ENSG00000123165	1442
ENSG00000123171	1162
ENSG00000123178	2132
ENSG00000123179	829
ENSG00000123191	3972
ENSG00000123200	4080
ENSG00000123213	2709
ENSG00000123219	916
ENSG00000123240	1877
ENSG00000123243	2927
ENSG00000123268	1049
ENSG00000123297	1143
ENSG00000123307	3927
ENSG00000123329	1178
ENSG00000123338	2410
ENSG00000123342	1819
ENSG00000123349	997
ENSG00000123352	1109
ENSG00000123353	957
ENSG00000123358	1468
ENSG00000123360	2355
ENSG00000123364	2357
ENSG00000123374	1316
ENSG00000123384	2631
ENSG00000123388	2650
ENSG00000123395	931
ENSG00000123405	1576
ENSG00000123407	3266
ENSG00000123411	2253
ENSG00000123415	971
ENSG00000123416	1262
ENSG00000123427	1458
ENSG00000123444	1454
ENSG00000123453	2003
ENSG00000123454	1757
ENSG00000123472	1395
ENSG00000123473	3358
ENSG00000123485	1557
ENSG00000123496	1145
ENSG00000123500	2225
ENSG00000123505	3410
ENSG00000123545	1195
ENSG00000123552	2217
ENSG00000123560	943
ENSG00000123561	1799
ENSG00000123562	997
ENSG00000123569	915
ENSG00000123570	3772
ENSG00000123572	3966
ENSG00000123575	4930
ENSG00000123576	1495
ENSG00000123584	1814
ENSG00000123594	1407
ENSG00000123595	1055
ENSG00000123600	1957
ENSG00000123607	5516
ENSG00000123609	1090
ENSG00000123610	962
ENSG00000123612	3352
ENSG00000123636	2514
ENSG00000123643	1385
ENSG00000123684	2637
ENSG00000123685	1266
ENSG00000123689	876
ENSG00000123700	3538
ENSG00000123728	2446
ENSG00000123737	1243
ENSG00000123739	1852
ENSG00000123810	814
ENSG00000123815	2168
ENSG00000123836	1761
ENSG00000123838	1177
ENSG00000123843	1011
ENSG00000123892	1122
ENSG00000123901	3093
ENSG00000123908	2390
ENSG00000123933	1961
ENSG00000123975	616
ENSG00000123977	1186
ENSG00000123983	4298
ENSG00000123989	2533
ENSG00000123992	1226
ENSG00000123999	998
ENSG00000124003	1176
ENSG00000124006	2404
ENSG00000124019	2402
ENSG00000124067	2061
ENSG00000124074	933
ENSG00000124089	1084
ENSG00000124091	2064
ENSG00000124092	2691
ENSG00000124098	1800
ENSG00000124102	551
ENSG00000124103	664
ENSG00000124104	1504
ENSG00000124107	596
ENSG00000124116	694
ENSG00000124120	3596
ENSG00000124126	3068
ENSG00000124134	4992
ENSG00000124140	1519
ENSG00000124143	1775
ENSG00000124145	2613
ENSG00000124151	4740
ENSG00000124155	1872
ENSG00000124157	1978
ENSG00000124159	2110
ENSG00000124160	1976
ENSG00000124164	3362
ENSG00000124171	2550
ENSG00000124172	2062
ENSG00000124177	2626
ENSG00000124181	1472
ENSG00000124191	2143
ENSG00000124193	1770
ENSG00000124194	1729
ENSG00000124196	649
ENSG00000124198	5830
ENSG00000124201	4230
ENSG00000124203	7226
ENSG00000124205	2139
ENSG00000124207	2803
ENSG00000124208	2757
ENSG00000124209	4842
